label,fg_per_game,fga_per_game,fg_percent,x3pa_per_game,x3p_percent,x2pa_per_game,x2p_percent,fta_per_game,ft_percent,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,pts_per_game
C,7.7,15.3,0.503,0.2,0.167,15.1,0.507,8.6,0.759,2.9,5.6,8.5,2,1,0.7,1.6,3.1,21.9
C,5.6,9.2,0.607,0,0,9.2,0.607,4,0.72,1.4,5.8,7.2,1.4,0.5,1.5,2.9,4.2,14
PG,1,1.5,0.667,0,0,1.5,0.667,0,0,0,1,1,1.5,0.5,0,1,1,2
C,4.5,9.1,0.49,0,0,9.1,0.492,2.1,0.714,2.8,5,7.8,1.4,0.5,1.2,1.6,2.6,10.5
C,3.9,8.8,0.446,0,0,8.8,0.446,2.9,0.81,1.9,4.1,5.9,2.1,0.4,0.4,1,2.1,10.2
C,3.4,8.9,0.378,0,0,8.9,0.378,3.3,0.806,2.5,5.3,7.7,4,0.6,0.5,1.3,1.9,9.4
C,4,8.8,0.456,0,0,8.8,0.456,2.9,0.81,1.8,3.9,5.7,1.8,0.4,0.4,0.9,2.1,10.4
C,0.9,2,0.473,0,0,2,0.473,0.4,0.7,0.7,1.6,2.3,1.1,0.3,0.2,0.7,1.8,2.2
PG,6.7,15.4,0.436,0.6,0.216,14.8,0.446,6.3,0.82,2,2.6,4.6,3.7,1.7,0.8,2.6,3.1,18.8
C,1.8,3.9,0.454,0,0,3.9,0.456,1.2,0.516,1,2,3,0.5,0.4,0.4,0.6,1.3,4.2
PG,2,4.8,0.426,0.3,0.273,4.5,0.436,1.7,0.685,0.4,0.9,1.3,3.3,1.3,0.1,1.9,2.2,5.3
PG,2.1,5.2,0.411,0.7,0.3,4.5,0.429,2.3,0.75,0.4,0.9,1.3,3.3,1.7,0.1,1.6,2.1,6.2
PG,2,4.7,0.43,0.2,0.25,4.5,0.438,1.6,0.663,0.4,0.9,1.3,3.3,1.2,0.1,2,2.3,5.1
C,1.7,2.7,0.625,0,0,2.7,0.625,1.3,0.5,0.7,0.7,1.3,0.3,0.3,0,0.3,2,4
C,0.8,1.8,0.481,0,0,1.8,0.481,0.7,0.667,0.6,0.7,1.4,0.2,0.1,0.2,0.4,0.6,2.1
PG,1.8,4.1,0.426,0.2,0.222,3.9,0.438,2.7,0.793,0.5,2,2.5,6.2,1.3,0,2.1,2.6,5.7
C,0.7,1.3,0.5,0,0,1.3,0.5,0.8,0.2,1.2,1.8,3,0.3,0,0.3,0.8,0.7,1.5
PG,5.7,11.6,0.489,0.1,0.2,11.6,0.491,2.6,0.708,0.6,1.1,1.7,4.9,0.7,0.1,2.2,1.8,13.2
PG,6.9,14.1,0.488,0.1,0.25,14,0.489,3.3,0.692,0.6,1.2,1.8,4.9,0.8,0.1,2.6,2,16.1
PG,3,6.1,0.497,0,0,6.1,0.5,1.1,0.815,0.5,1.1,1.6,4.7,0.5,0,1.2,1.4,7
C,2,4.2,0.473,0,0,4.2,0.473,1.3,0.734,2.6,4.7,7.3,1.1,0.6,3.4,1.3,3.3,5
PG,3.2,7.1,0.451,0.2,0.063,6.9,0.462,1.9,0.72,0.5,1.1,1.6,2.6,1,0.1,2,2.2,7.8
PG,1.6,4.2,0.386,1.3,0.337,2.9,0.408,1.3,0.684,0.3,0.7,1,2.7,0.6,0,1,1.2,4.6
C,7.3,16,0.454,0.1,0,15.9,0.456,5,0.823,2.2,8.1,10.4,3,1,1.1,2.5,3.4,18.7
C,1.9,3.5,0.542,0,0,3.5,0.542,2.5,0.594,1.6,3,4.5,0.6,0.1,1.1,1,1.2,5.3
C,6.3,12.4,0.509,0,0,12.4,0.51,4.3,0.703,2.4,4.7,7,2.6,0.4,1.6,2,3.8,15.6
PG,6.3,13.3,0.477,0,0,13.3,0.478,5.9,0.85,0.6,2.5,3.1,3.8,0.7,0.2,2.1,1.7,17.7
C,0.5,1.5,0.333,0,0,1.5,0.333,0,0,0.8,0.5,1.3,0,0,0.5,0.5,0.8,1
C,2.1,4.6,0.45,0,0,4.6,0.45,0.7,0.675,1.1,3.8,4.9,0.7,0.6,0.8,1.1,3,4.7
C,1.7,3.8,0.461,0,0,3.7,0.464,1.2,0.5,1.2,3.3,4.5,0.5,0.4,0.2,1.2,2.5,4
C,2.3,5.4,0.421,0,0,5.4,0.421,1.6,0.455,1.1,2.9,4,0.3,0.6,0.1,1.6,2.3,5.3
C,0.3,1,0.333,0,0,1,0.333,0,0,0.7,0.3,1,0,0.3,0,0,2,0.7
C,1.7,3.7,0.475,0,0,3.6,0.478,1.2,0.511,1.3,3.6,4.8,0.6,0.4,0.2,1.2,2.6,4.1
PG,0.7,2,0.358,0.1,0,1.9,0.378,0.7,0.781,0.2,0.7,0.9,1.5,0.5,0,0.6,0.8,2
PG,1.4,3.7,0.386,0.1,0.125,3.6,0.397,1.1,0.814,0.2,0.7,0.9,1.6,0.4,0.2,1.5,1.1,3.8
PG,2.8,6.3,0.439,0,0,6.3,0.439,1.4,0.611,0.2,1.4,1.6,2.8,0.8,0.1,1.4,1.6,6.4
C,7.5,15.3,0.491,0,0,15.3,0.492,5.4,0.716,3.3,5.9,9.3,1.4,0.6,1.5,3,3.8,18.9
C,2.8,5.6,0.496,0,0,5.6,0.496,2.9,0.695,1.7,3.6,5.3,1,0.4,1.1,1.7,3,7.6
PG,0.8,2.5,0.327,0,0,2.5,0.33,0.2,0.556,0.2,0.7,0.9,1.4,0.5,0.1,0.9,1.4,1.8
PG,3.4,7.7,0.439,0.4,0.167,7.3,0.452,2.2,0.738,0.5,1.8,2.3,7,1.3,0,2.8,2.1,8.4
PG,3.2,6.9,0.458,1,0.333,5.8,0.48,3,0.753,0.2,1.2,1.4,5.4,0.7,0.3,2,1.7,8.9
PG,5.6,12.1,0.465,0.4,0.121,11.6,0.477,3.9,0.796,0.7,1.5,2.2,6.3,1.3,0.2,2.2,2.4,14.4
PG,3,7.1,0.427,0.3,0.083,6.8,0.442,3.3,0.693,1.1,1.7,2.8,2.5,1.6,0.3,2.3,3.1,8.4
PG,3,6.3,0.479,0.2,0.053,6.1,0.495,2.1,0.61,0.7,1.7,2.4,4.5,1.5,0.3,1.9,2.2,7.4
C,10.5,18.2,0.574,0,0,18.2,0.574,6.9,0.766,2.5,7.8,10.3,3.4,0.7,2.9,3.1,3.1,26.2
PG,6.6,14.5,0.452,0.4,0.097,14.1,0.462,2.7,0.749,0.5,1.9,2.4,6.9,1.1,0.1,2.9,2.5,15.2
PG,2.9,6.6,0.441,0.5,0.118,6.1,0.466,2.4,0.814,0.3,1.7,2,5.7,1.4,0.1,2.3,3.4,7.8
C,6.2,13.1,0.473,0.1,0,13,0.475,4.3,0.772,2.1,4.7,6.8,2.9,1.2,1.1,3.2,3.1,15.7
C,1.8,3.9,0.468,0,0,3.9,0.468,1,0.778,1.8,3.4,5.2,1.2,0.3,0.6,0.9,2.6,4.4
PG,5.5,10.6,0.519,0.1,0.25,10.5,0.523,3,0.773,0.4,1.1,1.5,9.1,1.4,0.1,3.1,3.2,13.4
C,0.5,1.3,0.386,0,0,1.3,0.386,0,0.5,0.9,1.5,2.4,0.7,0.5,0.7,0.8,2,1
C,1.4,3.1,0.44,0,0,3.1,0.44,0.3,0.5,2.4,3.9,6.3,1.4,1.4,1.8,1.4,4.1,2.9
C,0.4,1,0.356,0,0,1,0.356,0,0,0.6,1.1,1.7,0.5,0.4,0.5,0.7,1.6,0.7
PG,3.3,6.5,0.511,0.6,0.235,5.9,0.541,1.5,0.899,0.5,1.1,1.6,2,0.9,0.1,1.2,1.5,8.1
PG,2.6,6.4,0.407,0.2,0.235,6.1,0.413,1.8,0.797,0.3,1.3,1.6,3.3,1.2,0.1,2.2,1.6,6.6
PG,3.1,6.7,0.462,0.2,0.286,6.6,0.466,1.5,0.803,0.6,1.4,2,3.4,0.9,0.2,1.6,2.5,7.4
C,1.1,2.9,0.358,0,0,2.9,0.358,1,0.72,0.9,1.9,2.9,1,0.5,0.7,0.6,2.5,2.9
C,2.3,4.1,0.573,0,0,4.1,0.578,2.4,0.548,1.9,3,4.9,0.9,0.3,0.5,1.1,3.2,6
C,0,1.5,0,0,0,1.5,0,2.5,0.4,0.5,0.5,1,0,0,0,0.5,1,1
PG,4,8.5,0.47,0.2,0.133,8.3,0.477,2.1,0.731,0.6,1.8,2.3,4.3,1.3,0.2,2.5,2.5,9.5
PG,1.5,3.6,0.413,0,0,3.6,0.415,0.5,0.788,0.2,0.6,0.8,3.4,0.5,0,1.3,0.7,3.4
PG,1.6,4,0.412,0.1,0.333,3.9,0.415,1.2,0.683,0.2,0.9,1.1,2.6,0.5,0.1,1,1.2,4.1
PG,3,6.7,0.444,0.4,0.148,6.4,0.461,1.3,0.75,0.6,1.8,2.4,3.2,0.9,0.2,1.5,2.5,7
PG,0.6,1.9,0.333,0.2,0.2,1.6,0.353,1.7,0.714,0.1,0.5,0.6,1.3,0.2,0,0.8,0.6,2.5
C,1.9,4.2,0.466,0,0.25,4.1,0.469,2,0.638,2,3.7,5.7,0.9,0.3,1.2,1.3,2.3,5.2
PG,3.8,7.2,0.534,0.1,0.375,7.1,0.536,2.2,0.787,0.8,2.2,3,6.9,2.4,0.5,2.1,2.9,9.4
PG,4,10.2,0.39,2.1,0.337,8.1,0.404,1.7,0.811,0.8,1.7,2.5,5.7,1.7,0.2,2,2.4,10
PG,1.9,4.1,0.46,0.2,0.143,3.9,0.477,0.9,0.781,0.3,0.9,1.2,2.4,0.5,0.1,1,1.6,4.5
PG,2,4,0.508,0.1,0.286,3.9,0.513,0.9,0.809,0.2,1.1,1.3,2.2,1.2,0.1,1,1.5,4.8
PG,2.5,4.7,0.524,0.1,0.333,4.6,0.528,0.7,0.731,0.2,1.3,1.5,2.8,1.6,0.1,1.1,1.6,5.5
PG,1.7,3.5,0.49,0.1,0.25,3.4,0.496,1,0.857,0.2,0.9,1.1,1.7,0.9,0.1,0.9,1.5,4.3
PG,3.5,6.2,0.558,0.1,0.364,6.1,0.562,1.3,0.891,0.3,0.7,1.1,1.3,0.9,0.1,0.8,1.5,8.2
C,5.2,12.3,0.423,0,0,12.3,0.424,3.6,0.767,2.4,5,7.5,1.3,1,1.8,2.3,2.3,13.2
C,10.1,19.3,0.522,0,0.333,19.3,0.522,10.1,0.757,5.9,8.8,14.8,1.8,1,1.9,3.9,2.8,27.8
C,7.2,14.6,0.494,0,0,14.6,0.495,4.1,0.641,2.8,5.9,8.7,3.6,0.8,2.2,3.1,3.3,17
PG,7.3,15.3,0.476,0.2,0.167,15.2,0.479,3.2,0.778,0.8,2.1,2.9,8.8,1.8,0.1,3.6,2.9,17.1
C,3.4,6.2,0.539,0,0,6.2,0.541,1.9,0.707,1.3,2.6,3.9,0.8,0.4,0.3,1.5,2.6,8
C,2.8,5.7,0.489,0,0,5.7,0.49,2.5,0.6,1.8,3.5,5.2,1.7,0.5,0.9,2,3.3,7.1
PG,6.4,13.4,0.478,0.5,0.306,12.9,0.485,5.4,0.831,0.4,1.5,1.9,8.8,1.5,0.1,3.7,2.9,17.5
PG,5.7,11.7,0.493,0.1,0.167,11.6,0.495,2.5,0.734,1.1,2.6,3.6,4.7,2.4,0,2.9,3.3,13.3
C,1.2,2.3,0.5,0,0,2.3,0.5,0.7,0.25,0.8,2.3,3.2,2.3,0.2,0.3,2.2,2.7,2.5
PG,7.8,16.9,0.461,0.9,0.235,16,0.474,4.8,0.817,1.5,2.5,4.1,5.5,2.3,0.5,3,3.4,19.7
C,2.4,4.8,0.506,0,0,4.8,0.509,2.9,0.758,1.6,3.8,5.4,3.5,1,0.8,2.6,2.6,7
C,3.6,6.7,0.545,0,0,6.7,0.546,3.1,0.574,1.6,3.1,4.8,1.5,0.5,0.2,1.7,2.5,9
C,1.8,3.6,0.512,0,0,3.6,0.512,0.5,0.762,1.2,2.5,3.7,0.5,0.2,0.3,0.7,2.3,4
PG,3.7,7.8,0.481,0,0,7.8,0.482,2.1,0.722,0.6,1.8,2.5,5,1.6,0,1.8,2.6,9
PG,5,10.8,0.462,0.9,0.258,9.9,0.481,3.5,0.935,0.6,1.4,2,4,1.4,0.2,2.9,3.2,13.5
C,7.7,14.2,0.545,0,0,14.2,0.545,4.8,0.71,3,6.5,9.5,1.8,1,2.6,2.3,3.8,18.9
PG,2,5,0.4,0,0,5,0.4,4,1,1,2,3,3,0,0,3,6,8
PG,1.4,3.9,0.35,0.2,0.154,3.8,0.358,1.9,0.724,0.8,1.9,2.7,4.4,2,0.4,2.1,3.2,4.2
PG,1.3,3,0.417,0,0,3,0.417,1.4,0.909,0.4,0.4,0.8,0.9,0.3,0,1.1,0.6,3.8
PG,1.5,4.2,0.349,0,0,4.2,0.349,1.1,0.75,0.5,0.7,1.2,2.1,0.9,0.2,1.2,1,3.7
PG,1,3,0.333,0,0,3,0.333,2,0.5,2,1,3,0,0,0,1,1,3
C,2.9,6.5,0.442,0.1,0.2,6.5,0.444,1.4,0.786,1.6,5.5,7.1,4.9,1.2,1.5,2.2,3.7,6.9
PG,1.5,3,0.495,0.1,0,2.9,0.505,0.9,0.75,0.3,1.5,1.8,1.8,0.9,0.1,1.4,1.8,3.7
C,3.4,7.6,0.448,0,0,7.6,0.45,2.8,0.717,2.2,4.1,6.3,2.2,0.5,0.3,2,3.7,8.8
C,4.5,8.6,0.523,0.1,0.25,8.6,0.524,3.8,0.799,2.2,5.4,7.6,2.3,1,0.4,2.2,3.9,12
C,6.3,11.4,0.553,0,0,11.4,0.553,3.7,0.795,3.6,8.8,12.4,2.4,0.6,0.6,2.6,3.6,15.6
PG,4.8,9.6,0.499,0.1,0,9.5,0.505,5.2,0.816,0.5,1.8,2.2,7.7,0.9,0.2,3.3,2.5,13.8
C,1.3,3.2,0.414,0,0,3.2,0.414,1.3,0.488,1.4,1.6,3,0.4,0.3,0.6,0.8,2.4,3.3
C,5.1,10.8,0.47,0,0,10.8,0.47,5.4,0.649,2.2,6,8.1,2.9,0.4,0.5,2.5,3.6,13.7
C,3.2,6.6,0.487,0.1,0.167,6.5,0.491,1.4,0.741,1.2,2.5,3.7,0.9,0.3,0.3,1,2.1,7.4
PG,0.5,1.5,0.333,0,0,1.5,0.333,0,0,0,1,1,1,1,0,0,0.5,1
C,2.9,5.3,0.552,0,0,5.2,0.555,1.4,0.807,2.6,4.6,7.2,0.9,0.7,2.9,1.4,3.8,7
PG,5.2,9.7,0.534,0.1,0.2,9.6,0.536,3.3,0.793,2.4,2.1,4.5,4.2,1,0.2,2.7,2.4,13
C,3,6.6,0.452,0,0.333,6.6,0.453,1.3,0.689,2.3,3.9,6.2,0.7,0.3,0.7,1.1,3.1,6.9
PG,4.9,9.9,0.494,0.3,0.238,9.6,0.501,3.2,0.802,0.6,1.2,1.8,5.2,1.4,0.2,3.3,3.1,12.4
PG,5,10,0.499,0.3,0.333,9.6,0.505,2.9,0.767,0.7,0.8,1.5,4.4,1,0.2,3.3,2.7,12.3
PG,4.7,9.7,0.488,0.2,0,9.5,0.497,3.6,0.837,0.5,1.6,2.1,6.2,1.8,0.2,3.3,3.6,12.5
C,3.6,6.8,0.524,0.1,0.5,6.7,0.525,1.4,0.64,3.3,7.4,10.7,2.7,0.8,0.6,1.5,2.7,8
PG,4.3,8.5,0.503,0.2,0.158,8.3,0.513,2.9,0.814,0.7,1.6,2.4,5.4,1.6,0.4,2.7,2.6,10.9
C,6.2,11.7,0.531,0,0,11.6,0.533,3.1,0.797,2.1,6,8.1,4.3,1.4,0.7,2.9,3.2,14.9
PG,2.2,5.5,0.411,0.1,0.25,5.4,0.412,1.8,0.849,0.4,1.4,1.7,5.4,1.4,0.1,2.2,3.3,6.1
C,6.4,10.7,0.595,0,0,10.7,0.595,7.2,0.712,2.3,6.8,9,2.8,0.6,1.2,2.8,3.5,17.8
C,0.9,2.8,0.318,0,0,2.8,0.318,0.3,1,0.8,0.8,1.5,0.4,0,0.6,0.6,1,2
C,3.6,6.9,0.523,0,0,6.9,0.525,2,0.832,1.5,5.3,6.8,1.6,0.5,2,1.3,3.5,8.9
C,8.1,14.8,0.547,0,0,14.8,0.547,6.9,0.797,2.4,6.5,8.9,2,0.6,1.2,2.7,3.4,21.7
C,5.8,11.5,0.503,0,0,11.5,0.503,3.9,0.593,2,7,9,2.4,0.6,2.7,2.6,2.6,13.9
PG,2.7,6,0.449,0.1,0.1,5.9,0.457,1.8,0.805,0.3,0.9,1.1,3.3,0.8,0.1,1.2,1.1,6.8
C,3.9,8,0.486,0,0,8,0.487,2.2,0.599,2.2,4.8,7,2.2,0.8,1,1.4,2.5,9.1
C,4,8.1,0.496,0,0,8.1,0.497,2.1,0.66,2,4.8,6.8,2.5,1,1,1.2,2.7,9.4
C,3.7,7.9,0.473,0,0,7.9,0.473,2.2,0.524,2.5,4.7,7.2,1.9,0.6,1.1,1.5,2.3,8.6
C,7.4,13.8,0.537,0.1,0.167,13.7,0.54,5.6,0.782,2.4,6.3,8.8,2.9,1.2,1.4,2.6,3.2,19.2
C,8.6,15.8,0.546,0.1,0,15.6,0.551,5.7,0.781,2.9,7.2,10.1,3.3,1,1.6,3.1,3.5,21.7
C,5.7,10.9,0.519,0,1,10.8,0.518,5.5,0.785,1.7,5.2,6.9,2.4,1.4,1.1,1.9,2.7,15.7
PG,1.9,3.5,0.556,0.1,0,3.4,0.565,0.9,0.813,0.2,0.7,0.9,2.8,0.7,0.1,0.8,1.6,4.6
PG,0.4,1.4,0.286,0,0,1.4,0.286,0.8,0.75,0,0.4,0.4,1,0.6,0,0.6,1.4,1.4
PG,2.5,4.3,0.589,0.1,0,4.2,0.6,0.9,0.833,0.3,0.8,1.2,3.5,0.8,0.1,0.8,1.6,5.8
PG,5.4,11.5,0.467,3.1,0.377,8.4,0.5,2.1,0.802,1,1.4,2.4,4.3,1.9,0.3,1.8,3.2,13.5
PG,0.4,1.7,0.25,0,0,1.7,0.25,0.6,0.75,0.5,0.3,0.8,0.9,0.1,0,0.7,0.1,1.3
PG,0.7,3.7,0.182,0,0,3.7,0.182,0.3,0,1,0,1,1,0,0,1,0,1.3
PG,0.4,1.2,0.308,0,0,1.2,0.308,0.6,0.857,0.4,0.4,0.7,0.8,0.1,0,0.6,0.2,1.3
C,2.9,6.7,0.436,0,0,6.6,0.438,2.2,0.697,2.7,9.1,11.9,2.1,0.5,2,2.7,3.7,7.4
C,0.5,1,0.5,0,0,1,0.5,1,0.5,0.5,1.5,2,0,0,0,0,0.5,1.5
PG,3.1,7.1,0.431,0.2,0.059,6.9,0.442,2.6,0.811,0.3,1.1,1.4,3,0.9,0,1.6,1.6,8.3
C,2.5,5,0.503,0,0,5,0.503,1.5,0.632,1.8,3.2,5,1.5,0.6,1.5,1,2.7,6
C,2.5,4.7,0.53,0,0,4.7,0.533,1.8,0.564,1.5,4.2,5.8,2.3,0.6,0.4,1.9,3.3,6
C,2.9,6.3,0.454,0.1,0.111,6.2,0.46,1.5,0.763,1.3,3.3,4.6,2.7,1.1,0.6,1.4,2.9,6.9
C,8.7,17.3,0.505,0.1,0.333,17.1,0.506,8.1,0.775,2.9,5.9,8.8,2.4,1.1,0.7,2,2.3,23.8
C,6.2,11.8,0.522,0.1,0,11.8,0.526,3.6,0.653,2.5,6.2,8.7,1.9,0.6,1.8,2.9,4.1,14.7
C,1.2,2.8,0.417,0,0,2.8,0.417,0.9,0.662,1.3,2.1,3.5,0.8,0.1,0.4,0.8,1.5,2.9
C,6.4,14.1,0.453,0.2,0.083,13.9,0.458,1.8,0.779,1.9,6.2,8.1,3.1,1,0.9,1.6,3.3,14.2
C,6,11.5,0.52,0,0,11.4,0.522,4,0.842,2.7,5.3,8,2.3,0.6,0.6,1.7,2.6,15.3
PG,2.7,5.9,0.464,0.1,0.571,5.8,0.463,3.8,0.782,0.8,1.6,2.3,4.1,1.1,0,2,2.2,8.5
PG,1.3,3.7,0.352,0.4,0.385,3.3,0.348,1.3,0.667,0.2,0.7,0.9,2,0.9,0.1,1.5,1.5,3.6
C,1,2.3,0.45,0,0,2.3,0.45,1.9,0.64,1.1,3.3,4.4,1.5,0.5,0.6,1,2.5,3.3
PG,3.2,7.3,0.443,1,0.241,6.3,0.475,1.6,0.664,0.9,2,2.9,4,1.6,0.1,1.1,1.4,7.7
PG,3,6.7,0.447,0.2,0,6.6,0.458,0.8,0.7,0.3,1.1,1.4,2.4,1.3,0.1,1.4,2.2,6.6
PG,5.3,12.4,0.43,0.6,0.25,11.8,0.439,3.1,0.779,0.8,2.5,3.3,6.8,2.7,0.3,3.1,2.9,13.3
PG,2.3,6,0.389,0,0,6,0.389,0.3,1,0.5,0.7,1.2,2.7,0,0.2,2,1.8,5
PG,3.4,7.5,0.454,0.1,0.111,7.4,0.46,3.2,0.802,1,2.8,3.8,8,2,0.2,2.1,2.7,9.4
PG,2,4.6,0.435,0.2,0.316,4.3,0.442,0.3,0.692,0.6,1.1,1.8,1.9,0.7,0.1,0.9,1,4.3
PG,1.3,3.4,0.39,0.2,0.176,3.2,0.406,0.5,0.737,0.2,0.6,0.8,2.2,0.5,0.1,1,1.2,3.1
C,3.1,6.7,0.457,0,0,6.7,0.458,1.6,0.706,2.4,5.1,7.4,2.1,0.7,3.2,2.5,3.9,7.2
PG,2.5,5,0.5,0.1,0.333,4.9,0.503,1.7,0.69,0.5,0.6,1.1,1.9,0.6,0.2,1.4,1.3,6.2
PG,9,18.7,0.482,0.4,0.194,18.3,0.489,5.1,0.788,1.5,1.8,3.4,4.8,2.4,0.5,2.2,2,22.1
C,1.3,3.4,0.398,0,0,3.4,0.399,0.9,0.629,2.3,3.4,5.7,1.1,0.3,2.3,0.9,2.7,3.2
PG,3.1,7.6,0.401,0.6,0.212,7,0.418,3.5,0.79,0.8,1.7,2.5,3.7,0.8,0.1,1.8,2,9
C,5.7,12.1,0.475,0,0,12,0.476,3.6,0.805,2.4,8.7,11.1,3.4,0.8,0.9,2.5,2.8,14.3
C,6.4,12.6,0.512,0,0,12.6,0.512,4.1,0.681,2.2,4.9,7,1.5,0.7,1.3,1.6,4,15.7
PG,6.7,13,0.514,0.1,0,12.9,0.516,5,0.887,0.6,1.6,2.2,4.5,0.8,0.2,2.5,2.7,17.7
C,1.2,2.3,0.509,0,0,2.3,0.509,0.7,0.286,1.1,2.2,3.3,0.5,0.2,0.3,0.7,1.9,2.5
C,1.5,2.5,0.6,0,0,2.5,0.6,1,0.278,1.6,2.3,3.9,0.3,0.1,0.3,0.4,1.8,3.3
C,1,2.2,0.449,0,0,2.2,0.449,0.5,0.294,0.8,2.2,3,0.6,0.2,0.3,0.9,2,2.1
C,4.5,9.3,0.489,0,0,9.2,0.491,2.1,0.74,1.7,5.1,6.9,1.8,0.7,0.8,2.1,3.3,10.6
PG,2.7,5.7,0.476,0.4,0.226,5.3,0.494,1.4,0.743,0.7,1.3,1.9,3.6,0.7,0.1,1.4,1.7,6.6
PG,1.4,3.1,0.435,0.4,0.375,2.8,0.443,0.7,0.8,0.5,0.4,0.9,1.8,0.6,0.1,0.8,0.6,3.4
PG,3.2,6.7,0.483,0.4,0.174,6.3,0.503,1.7,0.735,0.8,1.6,2.3,4.4,0.8,0.2,1.6,2.1,7.8
PG,3.4,7.9,0.433,0.3,0.238,7.6,0.441,2.6,0.767,0.5,1,1.5,3.4,0.7,0.3,2,1.8,8.9
PG,4.5,9.9,0.455,0.4,0.214,9.5,0.465,3.3,0.798,0.3,1.1,1.4,4.5,0.7,0.4,2.4,2.2,11.7
PG,2.1,5.5,0.386,0.2,0.286,5.3,0.39,1.7,0.698,0.6,0.9,1.6,2.1,0.7,0.2,1.4,1.5,5.5
PG,4.3,9.1,0.476,0.1,0.167,9,0.479,1.5,0.851,0.5,1.8,2.3,3.1,1.1,0.2,2,2.4,9.9
C,1.2,2.6,0.469,0,0,2.6,0.472,1.3,0.8,0.9,1.9,2.8,1.4,0.5,0.1,0.9,1.9,3.5
C,1.4,3.9,0.348,0,0,3.9,0.348,0.9,0.563,0.8,2.8,3.6,1,0.4,0.4,1.3,1.5,3.2
PG,0.5,1.4,0.353,0,0,1.4,0.364,0.3,0.714,0.1,0.5,0.6,0.7,0.3,0,0.2,0.3,1.2
PG,4.9,10.4,0.467,0.5,0.286,9.9,0.477,3.6,0.768,0.8,2,2.8,7.5,1.7,0,2.3,2.5,12.6
PG,4.3,9,0.478,1.6,0.38,7.5,0.498,2.5,0.866,0.3,1.1,1.4,4.9,1,0.1,1.9,1.7,11.4
PG,6,14.1,0.428,0.5,0.095,13.6,0.44,4.3,0.864,1.2,1.5,2.8,5.4,1.3,0.3,2.5,2.2,15.9
PG,1.8,3.9,0.446,0.1,0.143,3.9,0.453,2.2,0.674,0.8,1.3,2.1,1.5,0.9,0.2,1.5,2.1,5
C,10.2,16.9,0.604,0,0,16.9,0.604,5.8,0.765,2.3,8.5,10.8,4.5,1,3.4,3.6,2.6,24.8
C,4.1,8.5,0.484,0.1,0.2,8.4,0.486,1.9,0.702,1.7,4.5,6.2,2.4,1,1.3,2.2,3.4,9.6
C,3.8,7.7,0.494,0,0,7.7,0.495,1.7,0.68,1.7,4.2,5.9,2.3,1,1.3,1.9,3.2,8.8
C,5.1,11,0.46,0.2,0.25,10.8,0.464,2.6,0.75,1.8,5.3,7.1,3,1.1,1.1,3,4,12.1
C,2.8,6.3,0.439,0,0,6.3,0.439,2.4,0.605,2.1,4.2,6.2,1.6,0.4,1.2,2.3,3.3,7
PG,2.9,6.3,0.459,0.1,0,6.2,0.463,2,0.803,0.4,0.8,1.2,6.5,0.8,0.2,2.3,2.6,7.3
C,1.5,2.9,0.505,0,0,2.9,0.505,0.6,0.366,1.8,2.9,4.7,1.1,0.9,1.1,0.7,2.6,3.1
PG,3,6.6,0.458,0.2,0.25,6.4,0.465,1.4,0.889,0.5,1.1,1.6,2.9,0.6,0.2,1.4,1.9,7.3
C,1.8,4.2,0.43,0,0,4.2,0.43,1.3,0.689,1.3,3.2,4.4,1.1,0.7,0.7,1.2,2.7,4.5
C,3.2,6.5,0.486,0,0,6.5,0.487,2.6,0.676,2.4,4.7,7.2,1.7,0.4,0.9,1.8,3.6,8.1
PG,4.1,10.7,0.385,0.5,0.1,10.2,0.399,2.7,0.642,0.3,0.8,1,2.5,1.5,0.1,3,1.8,10
PG,1.4,3.2,0.455,0,0.333,3.1,0.456,0.9,0.69,0.4,0.8,1.2,3.8,0.6,0,1.5,0.9,3.6
PG,2.1,4.7,0.441,0.2,0.091,4.5,0.458,2.4,0.897,0.3,1.5,1.8,2.8,0.6,0,1.2,1.5,6.4
C,3.2,6.3,0.516,0,0,6.3,0.516,2.9,0.523,2.9,5,8,0.6,0.4,0.3,1.3,1.8,8
C,3.4,6.4,0.529,0,0,6.4,0.529,3.1,0.524,2.9,5.4,8.3,0.6,0.4,0.3,1.4,2.1,8.4
C,2.9,6,0.482,0,0,6,0.482,2.4,0.518,3,4.1,7.1,0.6,0.4,0.2,1.1,1.2,7
C,1.9,4,0.481,0,0,4,0.481,0.8,0.75,1.4,2.6,4,0.5,0.2,0.6,1,2,4.4
PG,4.5,8.4,0.54,0.1,0.444,8.3,0.541,2.9,0.779,0.9,2.5,3.5,7,2.3,0.4,2.7,2.5,11.4
PG,3.3,8.4,0.392,1,0.244,7.3,0.413,2,0.87,0.6,1.4,2,2.7,1.1,0.1,1.6,2,8.5
PG,2.9,6.3,0.464,0.4,0.15,5.9,0.485,2.6,0.828,0.5,1.5,2,4.1,0.8,0.1,2.2,2.4,8
PG,2.6,5.6,0.454,0.2,0.154,5.4,0.464,1.8,0.808,0.5,1.8,2.3,4.7,1.8,0.2,1.7,2,6.6
C,3.3,7.6,0.434,0.1,0,7.5,0.439,2,0.571,1.7,3.7,5.4,1.3,0.6,1,1.7,2.6,7.7
