label,fg_per_game,fga_per_game,fg_percent,x3pa_per_game,x3p_percent,x2pa_per_game,x2p_percent,fta_per_game,ft_percent,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,pts_per_game
PG,0.2,1.1,0.2,0.8,0.143,0.3,0.333,0.4,0.25,0,0.3,0.3,0.9,0.4,0,0,0.2,0.7
PG,0.3,1.5,0.167,1.3,0.2,0.3,0,0.5,0,0,0.5,0.5,1,0.8,0,0,0.3,0.8
PG,0.2,0.8,0.25,0.4,0,0.4,0.5,0.4,0.5,0,0.2,0.2,0.8,0.2,0,0,0.2,0.6
PG,3.1,6,0.515,1.3,0.41,4.7,0.544,2.2,0.757,0.6,1.3,1.9,3.1,0.7,0,1.3,1.4,8.3
C,3.8,8.6,0.442,0.1,0,8.5,0.446,3.4,0.729,1.6,4.5,6.1,0.9,0.9,1.5,1.6,2.6,10.1
C,2.1,3.7,0.574,0,0,3.7,0.574,3.1,0.732,2.2,4,6.3,0.3,0.3,1.1,1.8,2.7,6.5
PG,3.8,8.5,0.444,0.9,0.218,7.6,0.47,2.8,0.798,0.4,1.9,2.3,4.5,0.9,0.1,1.8,2.3,10
PG,0.6,2,0.3,0.6,0,1.4,0.429,0.4,0,0,0.6,0.6,1.4,0,0,0.8,1,1.2
C,1.5,3.2,0.488,0.1,0,3.1,0.496,1.8,0.65,1.5,2.3,3.8,0.5,0.5,0.4,0.7,2.4,4.3
C,3,6.8,0.443,0.4,0.478,6.5,0.441,1.6,0.743,1.8,3.6,5.4,0.8,0.2,0.8,1,2.9,7.4
PG,4,9.8,0.404,3.9,0.366,5.9,0.428,2.2,0.866,0.4,1.6,2,3,0.6,0.1,1.6,1.9,11.2
C,1.4,3,0.485,0,0,3,0.488,1.1,0.576,1.5,2.4,3.9,0.8,0.3,0.3,0.7,2.4,3.5
PG,0.9,2.5,0.374,0.5,0.31,2,0.391,1.1,0.817,0.1,0.9,1.1,1.6,0.2,0.1,0.5,0.8,2.9
C,0.7,1.1,0.636,0,0,1.1,0.636,0.6,0.5,0.9,1.7,2.6,0.1,0,0.8,0.3,0.5,1.7
C,0.8,1.2,0.636,0,0,1.2,0.636,0.7,0.5,1,1.9,2.9,0.1,0,0.9,0.3,0.4,1.9
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C,4.7,8.9,0.525,0,0,8.9,0.526,3.1,0.727,2.2,7.1,9.3,2.4,0.8,1.4,1.5,2.8,11.5
C,9.7,19.5,0.497,0.1,0,19.4,0.499,5,0.738,3.4,7.5,11,1.6,0.8,1.7,1.8,2.8,23.1
PG,6.1,14.7,0.416,1.7,0.286,13,0.432,6,0.786,0.5,2.6,3.1,4.9,1.6,0.1,2.5,1.5,17.4
C,4.2,8.9,0.471,0.3,0.238,8.6,0.479,2.3,0.704,1.8,3.5,5.3,1.7,0.7,1,1.6,3,10
PG,6,12.7,0.473,0.6,0.283,12,0.483,5,0.826,1.5,3,4.5,6.5,1.3,0.2,2.4,2.4,16.3
C,5.1,8.8,0.577,0,0,8.8,0.577,2.7,0.571,3.3,7,10.3,2,0.6,1,2.4,3.6,11.7
C,5.6,10,0.56,0,0,10,0.56,4.3,0.707,2.7,5.2,8,1.4,0.4,1.8,1.7,3.1,14.3
C,5,8.6,0.578,0,0,8.6,0.579,3.5,0.551,3.6,7.6,11.2,2,1,1.5,1.8,3.8,11.9
PG,2.1,4.9,0.433,1.1,0.239,3.8,0.49,1,0.731,0.5,2.1,2.6,4.7,1.2,0.2,2,1.8,5.3
PG,1.9,4.8,0.404,1.7,0.391,3.1,0.411,1,0.753,0.4,1.5,1.8,2.5,0.6,0.1,1,1.4,5.3
PG,1.5,4.1,0.367,2.8,0.321,1.3,0.462,0.2,1,0.2,0.6,0.8,0.7,0.3,0,0.3,0.6,4.1
PG,1.7,4.5,0.379,3.1,0.338,1.4,0.469,0.2,1,0.2,0.5,0.7,0.8,0.4,0,0.3,0.8,4.7
PG,0.8,2.8,0.294,1.7,0.2,1.2,0.429,0,0,0.3,0.8,1.2,0.2,0,0,0.2,0,2
PG,1.3,3.2,0.419,0.8,0.367,2.4,0.438,1.4,0.8,0.1,1,1,2.4,0.4,0,0.8,0.7,4.1
PG,1.4,3.5,0.4,0.8,0.455,2.6,0.382,2.5,0.758,0,1.7,1.7,3.6,0.5,0,1,1.1,5.1
PG,1.3,3.1,0.424,0.8,0.347,2.3,0.451,1.1,0.821,0.1,0.8,0.9,2.1,0.3,0,0.8,0.7,3.8
PG,5.5,14.8,0.37,5,0.302,9.7,0.406,3.2,0.757,0.7,3,3.7,7.7,1.7,0.5,3,3,14.9
PG,4.4,9.5,0.461,1.5,0.31,8,0.491,2.1,0.82,0.6,2.4,3,4.7,1.1,0.2,2.2,2.6,11
PG,0.7,2,0.333,1.3,0.5,0.7,0,0.7,1,0,0.3,0.3,0.7,0.3,0,0.3,1,2.7
PG,2.2,5.4,0.416,1.7,0.389,3.7,0.429,0.4,0.889,0.3,0.5,0.8,1.4,0.3,0.1,0.8,1,5.5
PG,2.7,6.8,0.398,2.8,0.305,4.1,0.462,1.4,0.851,0.6,2.2,2.8,2,0.9,0.1,0.9,1.4,7.5
C,4.2,8.8,0.476,0.8,0.411,8,0.482,3.9,0.824,2.1,5.6,7.8,3.3,0.7,0.5,1.9,3.2,11.9
C,4.3,9,0.474,1,0.465,8,0.475,3.6,0.801,1.9,6.1,8,3.4,0.7,0.6,1.9,3.1,11.9
C,4,8.4,0.478,0.5,0.231,7.9,0.493,4.3,0.853,2.5,5,7.4,3.2,0.8,0.4,1.7,3.3,11.8
C,3.1,6.3,0.496,0.1,0,6.2,0.502,2.6,0.867,1.6,2.9,4.5,0.5,0.3,0.7,1.1,1.7,8.5
C,4,8.3,0.48,0,0,8.3,0.48,3.5,0.476,2.2,5.2,7.3,1.3,0.7,2.5,1.5,2.3,9.7
PG,0.9,2.6,0.349,0.1,0,2.5,0.361,0.9,0.75,0.2,1,1.2,2.6,0.9,0.1,0.9,1.3,2.4
C,1.2,2.9,0.421,1.6,0.393,1.4,0.453,0.5,0.889,0.2,1.1,1.3,0.5,0.2,0.3,0.3,1.9,3.5
C,5.5,10.3,0.531,0,0,10.3,0.532,2.6,0.793,2.7,5.4,8.1,1,0.5,1.8,1.8,3.1,13
PG,3.3,7.3,0.457,1.6,0.4,5.7,0.473,2.5,0.87,0.5,2,2.5,2.7,1.2,0.1,1.2,1.8,9.5
C,0.6,1.3,0.5,0,0,1.3,0.5,1,0.75,0.6,0.8,1.4,0,0.1,0.3,0.1,1.3,2
C,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
C,0.7,1.4,0.5,0,0,1.4,0.5,1.1,0.75,0.6,0.9,1.4,0,0.1,0.3,0.1,1.4,2.3
PG,5.2,12.4,0.418,5,0.408,7.4,0.425,5.8,0.913,0.4,2.6,3,6.4,1.2,0.2,2.2,2,17.7
PG,3.5,10.5,0.333,3.5,0.286,7,0.357,5,0.9,0.5,4.5,5,7.5,1.5,0.5,2,1.5,12.5
PG,5.2,12.5,0.42,5.1,0.41,7.4,0.427,5.8,0.913,0.4,2.6,3,6.4,1.2,0.2,2.2,2.1,17.9
C,0.3,1.8,0.188,0.2,0,1.6,0.207,0.4,0.429,0.6,0.8,1.3,0.1,0.2,0.6,0.2,0.4,0.8
C,0.3,2.2,0.154,0.2,0,2,0.167,0,0,0.3,1.2,1.5,0.2,0.3,0.8,0.3,0.7,0.7
C,0.4,1.6,0.25,0.2,0,1.4,0.286,0.5,0.6,0.7,0.6,1.3,0,0.1,0.5,0.1,0.3,1.1
C,0,1.5,0,0,0,1.5,0,1,0,0.5,0.5,1,0,0,0,0,0,0
C,2.3,4.1,0.548,0.1,0.2,4,0.56,2.5,0.718,2.3,3.9,6.2,0.4,0.6,2.5,1,2.5,6.4
C,8,16.4,0.487,0.6,0.245,15.8,0.497,8,0.817,2.8,7.2,10,2.5,0.9,1,2.3,2.5,22.7
PG,3.6,8.6,0.421,4.1,0.391,4.5,0.449,2.6,0.856,0.6,2.5,3.1,7.2,0.9,0.1,2.8,1.6,11.1
C,5.2,9.8,0.528,0,0,9.8,0.528,2.4,0.68,2.4,5.5,8,1.5,0.5,1.5,2.7,3,12
C,0.8,2.2,0.375,0,0,2.2,0.375,0.4,0.857,0.8,1.1,1.9,0.6,0.1,0.3,0.6,1.3,2
PG,8.1,16.1,0.503,2.3,0.364,13.8,0.525,6.7,0.868,0.9,4.7,5.5,11,2.8,0.1,3,2.7,22.8
PG,1.8,4.4,0.408,2.1,0.409,2.3,0.408,0.9,0.81,0.1,1,1.1,2,0.4,0,0.5,1.2,5.1
C,3,6,0.497,0.1,0,5.9,0.503,2.3,0.564,1.5,2.9,4.5,0.8,0.4,0.3,1.2,2.2,7.2
C,3.5,7.2,0.485,0.1,0,7.2,0.491,2.4,0.598,1.8,3.5,5.3,0.9,0.5,0.3,1.5,2.4,8.4
C,2.2,4.1,0.529,0,0,4,0.535,2.1,0.509,1.2,2,3.3,0.6,0.3,0.2,0.8,1.9,5.4
C,0.6,1.6,0.372,0.1,0,1.5,0.385,0.3,0.368,1,2.5,3.5,0.6,0.5,0.3,0.4,1.9,1.3
PG,1,3.4,0.301,1.7,0.263,1.7,0.339,0.5,0.938,0.2,0.6,0.7,1.8,0.3,0.1,0.7,0.8,3
PG,0.6,1.9,0.333,1.2,0.294,0.7,0.4,0.3,1,0,0.4,0.4,2,0.1,0.1,0.7,0.4,1.9
PG,1.3,4.5,0.291,2.1,0.25,2.4,0.326,0.6,0.917,0.3,0.7,0.9,1.6,0.4,0.1,0.7,1.2,3.7
C,1.5,3,0.5,0,0,3,0.5,0,0,1,1,2,0,0,0,0.5,0.5,3
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C,3,6,0.5,0,0,6,0.5,0,0,2,2,4,0,0,0,0,1,6
PG,3.7,8.6,0.43,3.4,0.439,5.2,0.424,3.2,0.893,0.2,1.6,1.8,3.5,0.6,0,1.7,1.9,11.8
C,1.2,2.5,0.474,0,0,2.4,0.482,0.3,0.875,0.4,1,1.3,0.4,0.4,1,0.6,1.4,2.7
PG,0.6,1.9,0.324,1.6,0.393,0.3,0,0,0,0,0.3,0.3,0.4,0.2,0,0.3,0.2,1.8
C,1.7,3.6,0.48,0,0,3.6,0.483,1,0.544,1.4,2.4,3.8,0.6,0.5,0.6,0.6,2.4,4
PG,2.7,7,0.391,3.8,0.382,3.3,0.402,1.1,0.767,0.4,1.7,2.1,1.8,0.6,0.2,0.8,2.2,7.8
C,3.2,5.9,0.532,0,0,5.9,0.533,1.2,0.889,1,2,2.9,1.2,0.8,0.3,1,2.6,7.4
C,2.2,4.4,0.515,0,0,4.4,0.515,1.7,0.562,1.4,3,4.3,0.6,0.4,0.8,0.8,2.2,5.5
C,6.4,11.7,0.549,0,0,11.7,0.551,4.1,0.755,3.2,8.6,11.7,2.1,1,0.3,1.9,3.2,16
C,1.8,2.8,0.633,0,0,2.8,0.633,2.1,0.385,1.4,3.1,4.5,0.2,0.2,1.1,0.8,1.8,4.3
PG,1.8,4.2,0.444,0.2,0,3.9,0.471,1.1,0.357,0.5,1.4,1.8,1,0.7,0.2,1.2,1.8,4.1
C,1,2.3,0.433,0,0,2.3,0.433,0.9,0.333,1.5,2.1,3.6,0.4,0.4,0.7,0.5,1.7,2.3
C,0.6,1.7,0.379,0,0,1.7,0.379,0.9,0.414,1.3,2.1,3.5,0.4,0.4,0.7,0.3,1.6,1.6
C,1.3,2.8,0.46,0,0,2.8,0.46,0.9,0.27,1.7,2.1,3.8,0.5,0.4,0.8,0.7,1.8,2.8
PG,0.9,2.6,0.367,1.3,0.292,1.3,0.44,0.3,0.6,0.4,1.2,1.5,1.9,0.5,0,0.9,1.5,2.4
PG,1,2.6,0.386,1.2,0.3,1.4,0.458,0.2,0.333,0.4,1.2,1.6,1.9,0.6,0,0.8,1.3,2.4
PG,0.5,2.5,0.2,2,0.25,0.5,0,1,1,0,0.5,0.5,1.5,0,0,1.5,3,2.5
PG,3.6,8.4,0.424,3.7,0.397,4.7,0.446,1.6,0.846,0.3,2,2.3,3.2,1.2,0.1,0.9,2.3,9.9
PG,6.8,14.5,0.471,3.3,0.31,11.1,0.518,5.6,0.849,0.4,2.5,2.9,10.7,1.1,0.3,3.4,2,19.4
PG,7.1,14.9,0.475,0.9,0.222,14,0.491,3.1,0.788,1.2,2.7,3.9,6.3,0.8,0.2,2.5,1.5,16.8
PG,6.6,15.1,0.438,3.2,0.291,11.9,0.477,8.8,0.82,0.4,2.9,3.3,6.9,1.7,0.2,3.1,2.4,21.3
C,0.6,1.4,0.385,0,0,1.4,0.385,1,0.667,1.3,2.3,3.7,0,0,1.2,0.7,1.2,1.8
C,7.1,12.4,0.572,0,0,12.4,0.573,10.7,0.594,4.3,9.6,13.8,1.4,1,2.9,3,3.4,20.6
PG,2.6,6.7,0.384,1.3,0.235,5.4,0.418,1.6,0.755,0.5,2.2,2.7,5.8,0.7,0.2,2.3,2,6.6
PG,1,1.5,0.667,0.5,0.667,1,0.667,0,0,0,0.7,0.7,1.8,0.5,0.2,0.8,1.7,2.3
PG,3.1,6.9,0.445,4.2,0.444,2.7,0.445,0.7,0.792,0.1,1.8,1.9,1.1,0.8,0.1,0.7,1.4,8.5
C,0.7,0.7,1,0,0,0.7,1,1,0.333,0,1.3,1.3,0,0,0,0.7,1.7,1.7
C,5.3,9.4,0.561,0,0,9.4,0.561,4.5,0.593,3.4,6.7,10.1,0.6,0.6,1.7,1.8,3,13.2
C,2.3,3.5,0.65,0,0,3.5,0.65,1.8,0.638,2.7,4.4,7.1,1,0.3,1.2,0.9,2.4,5.7
C,1.2,2.5,0.485,0,0,2.5,0.485,0.9,0.696,1,1.6,2.5,0.2,0.1,0.7,0.7,1.3,3.1
C,1.1,1.9,0.587,0,0,1.9,0.592,0.6,0.571,1.2,1.4,2.6,1.1,0.1,0.2,0.7,1.8,2.6
C,1.4,2.9,0.491,0.1,0.25,2.8,0.497,0.7,0.846,1.7,2.2,3.9,0.5,0.6,0.6,0.8,2.4,3.4
PG,1.9,4.8,0.403,0.9,0.329,3.9,0.421,1.9,0.781,0.4,1.7,2.1,1.8,0.6,0.3,1,1.9,5.7
PG,3,11.5,0.261,3.5,0.286,8,0.25,8,0.75,0.5,4,4.5,10,0,0.5,0.5,2,13
C,2.6,5.9,0.442,0.1,0.4,5.9,0.443,2.3,0.73,1.6,2.4,4,0.9,0.7,0.3,0.9,3,7
PG,1.6,4.1,0.393,1,0.37,3.1,0.4,1.2,0.769,0.6,1.3,1.9,2,0.5,0.1,1.3,1.6,4.5
C,3.2,5.8,0.564,0,0,5.8,0.564,3.7,0.637,2.8,4.2,7,0.5,0.4,1.1,1.4,3.9,8.9
C,0.8,1.6,0.484,0,0,1.6,0.484,1.6,0.6,0.8,1.6,2.5,0.4,0.1,0.6,0.5,1.1,2.5
C,2,3.5,0.561,0,0,3.5,0.566,1.4,0.633,1.2,1.6,2.8,0.4,0.4,0.6,1.1,2.6,4.8
C,1.6,3.1,0.515,0,0,3.1,0.515,1.1,0.672,0.8,1.8,2.7,0.1,0.2,0.5,0.7,1.3,4
C,2.5,5.2,0.494,0,0,5.2,0.494,2.2,0.66,1.6,2.3,3.9,0.3,0.4,1,0.8,2.1,6.5
PG,0.8,2.5,0.32,0,1,2.5,0.311,0.6,0.889,0.1,0.6,0.7,1.8,0.2,0,0.5,0.9,2.2
C,0.3,1.2,0.267,0,0,1.2,0.267,0.4,0.786,0.6,1,1.6,0.2,0.1,0.1,0.4,1.6,0.9
C,1.2,2.4,0.496,0,0,2.4,0.496,1.1,0.483,1.5,2.5,4,0.4,0.2,0.5,0.6,2.2,2.9
PG,6.4,15.8,0.406,5.9,0.338,9.9,0.446,5.5,0.889,0.4,2.9,3.3,4.4,0.9,0.2,2.3,1.5,19.7
PG,6.4,12.6,0.503,4.3,0.453,8.3,0.529,2.3,0.887,0.5,3,3.5,5.4,1.2,0.1,2,2.9,16.7
C,0.6,1.3,0.457,0,0,1.3,0.457,0.4,0.727,0.8,0.7,1.4,0.3,0.1,0,0.3,1.3,1.5
C,0.7,2.3,0.314,0,0,2.3,0.314,0.9,0.464,0.9,1.4,2.3,0.4,0.3,0.4,0.4,2.4,1.8
PG,0.8,2.4,0.319,0.2,0,2.3,0.341,0.6,0.783,0.3,0.8,1.2,1.2,0.3,0.1,0.6,1,2
PG,0.9,3,0.298,0.1,0,2.9,0.313,0.7,0.789,0.4,1.1,1.5,1.5,0.4,0.1,0.7,1.3,2.3
PG,0.5,0.9,0.5,0.2,0,0.7,0.625,0.4,0.75,0.1,0.3,0.4,0.5,0,0,0.3,0.4,1.2
PG,3.2,7.6,0.416,4,0.406,3.6,0.427,1.3,0.819,1,5.1,6.2,8.7,2,0.5,2.3,2.1,9
C,2.4,4.1,0.575,0,0,4.1,0.577,2,0.532,2.2,2,4.2,0.3,0.3,0.8,0.6,2,5.8
PG,2.2,4.8,0.459,0.3,0.143,4.6,0.477,1.4,0.593,0.9,1.9,2.9,2.6,0.7,0.1,1.4,1.7,5.3
C,2.4,4.8,0.501,0.1,0.286,4.7,0.506,2,0.658,2.9,4,6.9,1.8,0.7,0.7,1.2,3.1,6.1
C,5.4,11.3,0.474,0,0,11.3,0.475,3.3,0.788,1.9,4.5,6.4,1.8,0.4,2,2.1,3.1,13.3
C,5.4,11.3,0.473,0,0,11.3,0.474,3.5,0.81,1.7,5.3,7,1.6,0.4,2,2.2,3.2,13.5
C,5.4,11.3,0.475,0,0,11.3,0.475,3,0.75,2,3.3,5.4,2,0.4,2,1.9,3,13
C,1.5,4,0.375,0,0,4,0.375,0,0,0.5,1,1.5,0,0.5,0.5,0.5,1,3
PG,1.3,3.6,0.365,0.5,0.259,3.1,0.383,1.9,0.806,0.2,0.9,1.1,1.5,0.3,0,1.1,1.5,4.3
C,2.6,4.7,0.556,0,0,4.6,0.558,2.3,0.676,3.1,4.5,7.6,1.3,0.6,1.4,1,3,6.7
C,2.7,5.8,0.468,0.1,0.429,5.7,0.469,1.4,0.72,1.6,3.1,4.6,0.7,0.3,0.7,0.4,2.1,6.6
C,2.8,6.1,0.454,0.1,0.5,5.9,0.453,1.5,0.704,1.5,3.1,4.5,0.7,0.3,0.7,0.4,2,6.6
C,2.7,5.5,0.496,0.1,0.333,5.3,0.5,1.3,0.75,1.7,3,4.8,0.8,0.3,0.7,0.5,2.4,6.5
C,0.9,1.8,0.483,0,0,1.8,0.483,0.7,0.652,1.4,1.7,3,0.4,0.3,1.4,0.6,2.1,2.2
C,2,3.3,0.625,0,0,3.3,0.627,2.1,0.663,2.5,6.3,8.7,0.3,0.4,1.2,1,2.6,5.5
C,1.5,3.6,0.415,0,0,3.6,0.42,0.6,0.552,0.9,2.4,3.2,0.3,0.4,0.3,0.6,2.2,3.3
C,2.1,5.1,0.407,0,0,5.1,0.411,0.7,0.667,1.2,3.1,4.3,0.3,0.7,0.2,0.7,2.3,4.6
C,1,2.3,0.429,0,0,2.3,0.435,0.5,0.429,0.6,1.8,2.3,0.4,0.1,0.4,0.5,2.1,2.2
PG,2.5,6.3,0.391,2.2,0.336,4.1,0.421,1.2,0.584,0.3,1.5,1.8,2.4,0.9,0.2,1.3,1.6,6.4
C,1.8,3.5,0.528,0,0,3.5,0.528,1.4,0.376,1.7,2.5,4.2,0.5,0.4,0.8,0.5,1.7,4.2
PG,4.7,9.5,0.497,3,0.406,6.5,0.538,2.3,0.981,0.2,2.6,2.9,8.9,1.1,0.1,2.1,1.7,12.8
PG,2,5.1,0.395,1.5,0.333,3.6,0.42,0.8,0.872,0.2,1.2,1.3,2.4,0.7,0.1,1.4,1.5,5.2
C,3.6,6.3,0.577,0,0,6.3,0.58,2.1,0.6,2.7,5.5,8.1,1.3,0.3,2,2.2,3.3,8.5
C,3.9,8.5,0.459,0.2,0.105,8.3,0.469,4.1,0.789,3.4,5.7,9.1,1,0.4,0.6,1.5,2.5,11.1
PG,1.2,3,0.407,0,0,3,0.409,1.9,0.833,0.3,1.2,1.5,2.3,0.4,0.1,0.7,1.6,4
PG,3.4,7.8,0.436,3.1,0.421,4.7,0.446,2,0.825,0.3,1.7,2,3.5,0.9,0.1,1.4,1.8,9.7
C,2,3.9,0.508,0,0,3.9,0.508,1.1,0.706,1,1.8,2.9,0.4,0.3,0.6,0.5,1.5,4.7
C,1.6,2.9,0.533,0,0,2.9,0.533,2.1,0.516,1.6,3.4,5,0.6,0.4,0.4,0.9,2.4,4.2
PG,2.5,5.6,0.435,1.3,0.255,4.4,0.488,2.9,0.801,0.3,2.1,2.5,3.6,0.9,0.2,1.5,1.9,7.6
PG,2.3,5.6,0.412,1.4,0.246,4.1,0.468,3.3,0.801,0.3,2,2.3,3.6,1,0.2,1.6,1.8,7.6
PG,2.8,5.8,0.475,1,0.276,4.8,0.519,2.3,0.8,0.5,2.3,2.8,3.5,0.8,0.3,1.4,2,7.6
C,1,1.7,0.583,0,0,1.7,0.583,1,0.333,0.7,1.1,1.8,0.2,0.3,0.7,0.4,1.7,2.3
PG,1,2.9,0.329,1.7,0.333,1.2,0.324,0.2,0.6,0.1,0.4,0.4,1.3,0.7,0,0.7,1,2.6
C,0.6,1.6,0.37,0,0,1.6,0.37,0.5,0.375,0.4,1.1,1.5,0.2,0.2,0.3,0.5,1,1.4
PG,3.5,8.6,0.403,2.2,0.35,6.4,0.42,2.1,0.869,0.5,2.6,3,5.1,1.3,0.2,1.8,2.8,9.6
PG,1.8,4.6,0.386,1.7,0.368,2.9,0.397,0.7,0.875,0.1,1.1,1.2,1.6,0.3,0,0.7,0.7,4.8
C,4.3,8.1,0.53,0,0,8,0.53,4.6,0.733,2.5,4.9,7.4,1.7,0.8,1.1,2,3.2,11.9
PG,1,2.6,0.368,0.9,0.158,1.7,0.474,0.8,0.611,0,0.8,0.8,1.3,0.5,0.1,0.6,1.2,2.5
PG,0.9,2.4,0.385,0.9,0.143,1.6,0.52,0.9,0.667,0,0.9,0.9,1.4,0.6,0.1,0.7,1.3,2.6
PG,1,3,0.333,0.8,0.2,2.2,0.385,0.5,0.333,0.2,0.3,0.5,1,0.2,0,0.5,0.8,2.3
C,4.1,8,0.512,0.1,0.25,7.9,0.514,2.9,0.725,2.6,8.5,11.1,2,0.8,2.1,1.5,2.1,10.3
PG,0.4,1.9,0.235,0.7,0.333,1.2,0.182,0.7,0.333,0,0.4,0.4,1.4,0.1,0.1,0.4,0.7,1.3
PG,2.5,5.7,0.433,0.7,0.464,5,0.429,0.9,0.649,0.7,1.8,2.5,2.6,0.7,0.3,1.4,1.9,5.9
PG,3.4,8.1,0.42,3.8,0.367,4.3,0.467,2.4,0.767,0.5,2.3,2.8,4.9,2,0.1,2,2.9,10
C,1.5,3.9,0.385,1.4,0.407,2.6,0.373,0.7,0.615,0.5,1.6,2.1,0.2,0.1,0.4,0.7,0.9,4
C,0.2,0.7,0.214,0,0,0.7,0.214,0.2,0,0.5,0.4,0.9,0.2,0.1,0.1,0.2,0.9,0.3
C,3.2,6.4,0.502,0.1,0.25,6.3,0.506,1.7,0.773,1.6,2.2,3.7,0.4,0.3,0.7,0.6,2.3,7.7
C,6,12.3,0.485,2.8,0.446,9.5,0.497,4.6,0.817,1.7,6,7.7,1.7,0.8,0.7,1.8,3,17
C,1.2,3.1,0.389,0,0,3.1,0.389,1.2,0.639,1,1.1,2.1,0.6,0.1,0.3,0.7,1.9,3.1
PG,5.5,12.7,0.435,5.4,0.39,7.3,0.468,2.2,0.789,0.5,3,3.5,5,1.2,0.1,1.6,1.8,14.9
PG,3.9,8.9,0.442,2.6,0.406,6.3,0.458,2.4,0.817,0.3,3.1,3.4,4.3,1.1,0.1,1.7,1.8,10.9
PG,3.2,8.4,0.383,3,0.375,5.4,0.388,1.3,0.829,0.4,1.8,2.2,3.3,0.7,0.1,1.5,1.8,8.7
PG,1,3.1,0.32,0.5,0.75,2.6,0.238,0.3,0.5,0.1,0.8,0.9,1,0.3,0,0.4,0.9,2.5
PG,3.6,9.2,0.387,3.4,0.367,5.8,0.398,1.5,0.838,0.5,1.9,2.4,3.6,0.8,0.1,1.7,1.9,9.6
PG,2.2,5.2,0.412,0.8,0.325,4.5,0.427,1.6,0.691,0.4,1.3,1.7,2.1,0.7,0,1.4,1.6,5.7
C,2.1,3.5,0.6,0,0,3.5,0.6,0.8,0.737,1.3,3.1,4.4,1,0.2,0.2,0.9,4,4.8
PG,6.5,13.9,0.467,5.2,0.436,8.7,0.486,2.8,0.912,0.6,2.9,3.4,4.1,0.9,0.1,2.2,2.7,17.8
C,1,1.5,0.667,0,0,1.5,0.667,1.7,0.8,0.8,1.5,2.3,0,0.2,0.5,0.7,0.3,3.3
C,1,1.4,0.714,0,0,1.4,0.714,1.8,0.778,0.6,1.2,1.8,0,0.2,0.4,0.6,0.4,3.4
C,1,2,0.5,0,0,2,0.5,1,1,2,3,5,0,0,1,1,0,3
PG,6.1,13.9,0.437,5.2,0.325,8.7,0.504,4,0.841,1.3,2.6,3.9,4.1,1.3,0.1,1.9,2.8,17.2
C,1.1,2.6,0.406,0,0,2.6,0.406,1,0.55,0.9,1.1,2,0.2,0.1,0.4,0.6,1.6,2.7
C,4.2,8.8,0.469,0,0,8.8,0.469,1.7,0.797,1.8,3.7,5.5,0.6,0.5,1.1,1,2.5,9.7
C,5.6,9.2,0.604,0.1,0.2,9.1,0.607,4.8,0.723,2.4,5.4,7.8,1.4,1.2,1.3,1.9,3.6,14.6
C,3.4,6,0.568,0,0,6,0.57,1.9,0.721,2.5,4.3,6.9,0.9,0.7,0.7,1,3.4,8.2
C,1.2,3.2,0.386,1.3,0.326,1.8,0.431,0.9,0.828,1.1,1.3,2.4,0.1,0.2,0.1,0.3,1.1,3.6
C,1.2,2.2,0.536,0.1,0,2.1,0.549,0.5,0.55,0.3,1.4,1.7,0.3,0.2,0.5,0.6,1.6,2.6
C,0.6,1.2,0.516,0,0,1.2,0.516,0.5,0.667,0.3,1,1.3,0.3,0.1,0.3,0.7,1.1,1.5
C,2.2,4.1,0.547,0.2,0,3.9,0.569,0.6,0.375,0.5,2,2.5,0.2,0.2,0.8,0.4,2.5,4.7
C,7.3,12.9,0.567,0,0.5,12.9,0.567,5.4,0.781,3.2,6.4,9.6,3.5,0.6,1,1.9,2.1,18.9
PG,1.6,4.1,0.382,1.7,0.304,2.4,0.438,0.7,0.895,0.2,1,1.2,0.9,0.2,0.2,0.5,1,4.3
PG,1.5,4.4,0.341,1.9,0.27,2.6,0.392,0.8,0.933,0.2,1.1,1.3,0.7,0.1,0.3,0.3,1.2,4.2
PG,1.7,3.1,0.545,1.3,0.444,1.9,0.615,0.6,0.75,0.4,0.6,1,1.7,0.4,0,1,0.6,4.4
PG,4.1,10.6,0.385,4.3,0.338,6.4,0.417,2.7,0.75,0.4,2.5,2.9,5.3,1.4,0.1,1.8,1.8,11.7
PG,4,10.9,0.37,4.8,0.348,6.1,0.387,2.3,0.789,0.5,2.5,3,5.4,1.2,0.1,1.8,1.5,11.5
PG,4.2,10.3,0.413,3.5,0.317,6.8,0.462,3.4,0.707,0.3,2.6,2.9,5.1,1.8,0.1,1.8,2.2,12
PG,4.8,9.5,0.505,0.6,0.313,8.9,0.518,3.4,0.642,1.3,4,5.2,8.2,1.9,0.1,2.6,2.4,11.9
PG,4.4,9.8,0.445,0.4,0.176,9.4,0.457,4.5,0.794,0.8,2.6,3.4,5.7,1.1,0.1,1.9,2,12.4
C,0.3,0.7,0.412,0,0,0.7,0.412,0.2,1,0.2,0.7,0.9,0.1,0.1,0,0.3,1.1,0.8
